Title,Description,Subject,Subject (corporate name),Subject (personal Name),Keyword,Geographic subject,Geographic subject (roadway),Geographic subject (city or populated place),Geographic subject (county),Geographic subject (state),Geographic subject (country),Geographic coordinates,Coverage date,Coverage date (for search),Contributor,Creator,Photographer,Publisher (of the original version),Place of publication (of the original version),Publisher (of the digital version),Date created,Date created (for search),Digitize date,Type,Format,Format (aat),Format (imt),Language,Contributing entity,Identifying number,Part of collection,Part of subcollection,Provenance,Series,Rights,Physical access,Repository name,Repository address,Repository email,Cataloger,Catalog date,Full text,Filename,Catalog state,Cataloger comments,OCLC number,Date created,Date modified,Reference URL,CONTENTdm number,CONTENTdm file name,Archival file,CONTENTdm file path
"Pumphrey residence, Santa Monica, Calif., 1939","Exterior photograph of the garden side, residence of Byron Pumphrey (designed by Harwell Hamilton Harris), 615 Kingman Avenue, Santa Monica, California, 1939.",Dwellings,,,,Pumphrey residence,615 Kingman Avenue,Santa Monica,Los Angeles,California,USA,"34.034805,-118.509034",1939,1939,,"Harris, Harwell Hamilton, 1903-1990, architect",,,,University of Southern California. Libraries,1939,1939,20151022,images,1 slide: color,photographs,image/tiff,,University of Southern California,408,Architectural Teaching Slide Collection,Fritz Block: Modern architecture I,,,"Dr. Block Color Productions, 1309 North Genesee Avenue, Hollywood, California",Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",2/24/16,,fb-block-modarch01-408.tif,approved,,,3/11/16,3/11/16,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/586,586,487.jp2,Volume25/fb-block-modarch01-408.tif,/p15799coll42/image/487.jp2
"Ennis residence, Hollywood, Los Angeles, Calif., 1923","Interior photograph of the loggia, residence of Charles and Mabel Ennis (designed by Frank Lloyd Wright), 2607 Glendower Avenue, Hollywood, Los Angeles, California, 1923.",Dwellings,,,,Ennis residence,2607 Glendower Avenue,Hollywood; Los Angeles,Los Angeles,California,USA,"34.116172,-118.292853",1923,1923,,"Wright, Frank Lloyd, 1867-1959, architect",,,,University of Southern California. Libraries,1923,1923,20151022,images,1 slide: color,photographs,image/tiff,,University of Southern California,41,Architectural Teaching Slide Collection,Fritz Block: Modern architecture I,,,"Dr. Block Color Productions, 1309 North Genesee Avenue, Hollywood, California",Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",2/26/16,,fb-block-modarch01-041.tif,approved,,,3/11/16,3/11/16,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/587,587,488.jp2,Volume23/fb-block-modarch01-041.tif,/p15799coll42/image/488.jp2
"Pumphrey residence, Santa Monica, Calif., 1939","Exterior photograph of the corner of second floor balcony, residence of Byron Pumphrey (designed by Harwell Hamilton Harris), 615 Kingman Avenue, Santa Monica, California, 1939.",Dwellings,,,,Pumphrey residence,615 Kingman Avenue,Santa Monica,Los Angeles,California,USA,"34.034805,-118.509034",1939,1939,,"Harris, Harwell Hamilton, 1903-1990, architect",,,,University of Southern California. Libraries,1939,1939,20151022,images,1 slide: color,photographs,image/tiff,,University of Southern California,410,Architectural Teaching Slide Collection,Fritz Block: Modern architecture I,,,"Dr. Block Color Productions, 1309 North Genesee Avenue, Hollywood, California",Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",2/24/16,,fb-block-modarch01-410.tif,approved,,,3/11/16,3/11/16,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/588,588,489.jp2,Volume25/fb-block-modarch01-410.tif,/p15799coll42/image/489.jp2
"Birtcher residence, Los Angeles, Calif., 1942","Exterior photograph of the street side, residence of Cecil Birtcher (designed by Harwell Hamilton Harris), 4234 Sea View Lane, Los Angeles, California, 1942.",Dwellings,,,,Birtcher residence,4234 Sea View Lane,Los Angeles,Los Angeles,California,USA,"34.108772,-118.218235",1942,1942,,"Harris, Harwell Hamilton, 1903-1990, architect",,,,University of Southern California. Libraries,1942,1942,20151022,images,1 slide: color,photographs,image/tiff,,University of Southern California,412,Architectural Teaching Slide Collection,Fritz Block: Modern architecture I,,,"Dr. Block Color Productions, 1309 North Genesee Avenue, Hollywood, California",Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",2/24/16,,fb-block-modarch01-412.tif,approved,,,3/11/16,3/11/16,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/589,589,490.jp2,Volume25/fb-block-modarch01-412.tif,/p15799coll42/image/490.jp2
"Birtcher residence, Los Angeles, Calif., 1942","Exterior photograph of the pierced overhangs shade glass, residence of Cecil Birtcher (designed by Harwell Hamilton Harris), 4234 Sea View Lane, Los Angeles, California, 1942.",Dwellings,,,,Birtcher residence,4234 Sea View Lane,Los Angeles,Los Angeles,California,USA,"34.108772,-118.218235",1942,1942,,"Harris, Harwell Hamilton, 1903-1990, architect",,,,University of Southern California. Libraries,1942,1942,20151022,images,1 slide: color,photographs,image/tiff,,University of Southern California,414,Architectural Teaching Slide Collection,Fritz Block: Modern architecture I,,,"Dr. Block Color Productions, 1309 North Genesee Avenue, Hollywood, California",Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",2/24/16,,fb-block-modarch01-414.tif,approved,,,3/11/16,3/11/16,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/590,590,491.jp2,Volume25/fb-block-modarch01-414.tif,/p15799coll42/image/491.jp2
"Birtcher residence, Los Angeles, Calif., 1942","Exterior photograph of the corner (detail), residence of Cecil Birtcher (designed by Harwell Hamilton Harris), 4234 Sea View Lane, Los Angeles, California, 1942.",Dwellings,,,,Birtcher residence,4234 Sea View Lane,Los Angeles,Los Angeles,California,USA,"34.108772,-118.218235",1942,1942,,"Harris, Harwell Hamilton, 1903-1990, architect",,,,University of Southern California. Libraries,1942,1942,20151022,images,1 slide: color,photographs,image/tiff,,University of Southern California,415,Architectural Teaching Slide Collection,Fritz Block: Modern architecture I,,,"Dr. Block Color Productions, 1309 North Genesee Avenue, Hollywood, California",Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",2/24/16,,fb-block-modarch01-415.tif,approved,,,3/11/16,3/11/16,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/591,591,492.jp2,Volume25/fb-block-modarch01-415.tif,/p15799coll42/image/492.jp2
"Birtcher residence, Los Angeles, Calif., 1942","Exterior photograph of the side view, residence of Cecil Birtcher (designed by Harwell Hamilton Harris), 4234 Sea View Lane, Los Angeles, California, 1942.",Dwellings,,,,Birtcher residence,4234 Sea View Lane,Los Angeles,Los Angeles,California,USA,"34.108772,-118.218235",1942,1942,,"Harris, Harwell Hamilton, 1903-1990, architect",,,,University of Southern California. Libraries,1942,1942,20151022,images,1 slide: color,photographs,image/tiff,,University of Southern California,416,Architectural Teaching Slide Collection,Fritz Block: Modern architecture I,,,"Dr. Block Color Productions, 1309 North Genesee Avenue, Hollywood, California",Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",2/24/16,,fb-block-modarch01-416.tif,approved,,,3/11/16,3/11/16,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/592,592,493.jp2,Volume25/fb-block-modarch01-416.tif,/p15799coll42/image/493.jp2
"Birtcher residence, Los Angeles, Calif., 1942","Interior photograph of the living room (general view) residence of Cecil Birtcher (designed by Harwell Hamilton Harris), 4234 Sea View Lane, Los Angeles, California, 1942.",Dwellings,,,,Birtcher residence,4234 Sea View Lane,Los Angeles,Los Angeles,California,USA,"34.108772,-118.218235",1942,1942,,"Harris, Harwell Hamilton, 1903-1990, architect",,,,University of Southern California. Libraries,1942,1942,20151022,images,1 slide: color,photographs,image/tiff,,University of Southern California,417,Architectural Teaching Slide Collection,Fritz Block: Modern architecture I,,,"Dr. Block Color Productions, 1309 North Genesee Avenue, Hollywood, California",Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",2/24/16,,fb-block-modarch01-417.tif,approved,,,3/11/16,3/11/16,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/593,593,494.jp2,Volume25/fb-block-modarch01-417.tif,/p15799coll42/image/494.jp2
"Birtcher residence, Los Angeles, Calif., 1942","Interior photograph of the fireplace and couches, residence of Cecil Birtcher (designed by Harwell Hamilton Harris), 4234 Sea View Lane, Los Angeles, California, 1942.",Dwellings,,,,Birtcher residence,4234 Sea View Lane,Los Angeles,Los Angeles,California,USA,"34.108772,-118.218235",1942,1942,,"Harris, Harwell Hamilton, 1903-1990, architect",,,,University of Southern California. Libraries,1942,1942,20151022,images,1 slide: color,photographs,image/tiff,,University of Southern California,418,Architectural Teaching Slide Collection,Fritz Block: Modern architecture I,,,"Dr. Block Color Productions, 1309 North Genesee Avenue, Hollywood, California",Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",2/24/16,,fb-block-modarch01-418.tif,approved,,,3/11/16,3/11/16,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/594,594,495.jp2,Volume25/fb-block-modarch01-418.tif,/p15799coll42/image/495.jp2
"Birtcher residence, Los Angeles, Calif., 1942","Interior photograph of the library corner, residence of Cecil Birtcher (designed by Harwell Hamilton Harris), 4234 Sea View Lane, Los Angeles, California, 1942.",Dwellings,,,,Birtcher residence,4234 Sea View Lane,Los Angeles,Los Angeles,California,USA,"34.108772,-118.218235",1942,1942,,"Harris, Harwell Hamilton, 1903-1990, architect",,,,University of Southern California. Libraries,1942,1942,20151022,images,1 slide: color,photographs,image/tiff,,University of Southern California,419,Architectural Teaching Slide Collection,Fritz Block: Modern architecture I,,,"Dr. Block Color Productions, 1309 North Genesee Avenue, Hollywood, California",Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",2/24/16,,fb-block-modarch01-419.tif,approved,,,3/11/16,3/11/16,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/595,595,496.jp2,Volume25/fb-block-modarch01-419.tif,/p15799coll42/image/496.jp2
"Sturges residence, Brentwood, Los Angeles, Calif., 1938","Exterior photograph of the east front, residence of George D. Sturges (designed by Frank Lloyd Wright), 449 North Skyewiay Road, Brentwood Heights, Brentwood, Los Angeles, California, 1938.",Dwellings,,,,Sturges residence,449 North Skyewiay Road,Brentwood Heights; Brentwood; Los Angeles,Los Angeles,California,USA,"34.066942,-118.481268",1938,1938,,"Wright, Frank Lloyd, 1867-1959, architect",,,,University of Southern California. Libraries,1938,1938,20151022,images,1 slide: color,photographs,image/tiff,,University of Southern California,42,Architectural Teaching Slide Collection,Fritz Block: Modern architecture I,,,"Dr. Block Color Productions, 1309 North Genesee Avenue, Hollywood, California",Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",2/26/16,,fb-block-modarch01-042.tif,approved,,,3/11/16,3/11/16,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/596,596,497.jp2,Volume23/fb-block-modarch01-042.tif,/p15799coll42/image/497.jp2
"Birtcher residence, Los Angeles, Calif., 1942","Interior photograph of the view toward terrace, residence of Cecil Birtcher (designed by Harwell Hamilton Harris), 4234 Sea View Lane, Los Angeles, California, 1942.",Dwellings,,,,Birtcher residence,4234 Sea View Lane,Los Angeles,Los Angeles,California,USA,"34.108772,-118.218235",1942,1942,,"Harris, Harwell Hamilton, 1903-1990, architect",,,,University of Southern California. Libraries,1942,1942,20151022,images,1 slide: color,photographs,image/tiff,,University of Southern California,420,Architectural Teaching Slide Collection,Fritz Block: Modern architecture I,,,"Dr. Block Color Productions, 1309 North Genesee Avenue, Hollywood, California",Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",2/24/16,,fb-block-modarch01-420.tif,approved,,,3/11/16,3/11/16,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/597,597,498.jp2,Volume25/fb-block-modarch01-420.tif,/p15799coll42/image/498.jp2
"Birtcher residence, Los Angeles, Calif., 1942","Interior photograph of the dining alcove, residence of Cecil Birtcher (designed by Harwell Hamilton Harris), 4234 Sea View Lane, Los Angeles, California, 1942.",Dwellings,,,,Birtcher residence,4234 Sea View Lane,Los Angeles,Los Angeles,California,USA,"34.108772,-118.218235",1942,1942,,"Harris, Harwell Hamilton, 1903-1990, architect",,,,University of Southern California. Libraries,1942,1942,20151022,images,1 slide: color,photographs,image/tiff,,University of Southern California,421,Architectural Teaching Slide Collection,Fritz Block: Modern architecture I,,,"Dr. Block Color Productions, 1309 North Genesee Avenue, Hollywood, California",Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",2/24/16,,fb-block-modarch01-421.tif,approved,,,3/11/16,3/11/16,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/598,598,499.jp2,Volume25/fb-block-modarch01-421.tif,/p15799coll42/image/499.jp2
"Birtcher residence, Los Angeles, Calif., 1942","Interior photograph of the kitchen, residence of Cecil Birtcher (designed by Harwell Hamilton Harris), 4234 Sea View Lane, Los Angeles, California, 1942.",Dwellings,,,,Birtcher residence,4234 Sea View Lane,Los Angeles,Los Angeles,California,USA,"34.108772,-118.218235",1942,1942,,"Harris, Harwell Hamilton, 1903-1990, architect",,,,University of Southern California. Libraries,1942,1942,20151022,images,1 slide: color,photographs,image/tiff,,University of Southern California,422,Architectural Teaching Slide Collection,Fritz Block: Modern architecture I,,,"Dr. Block Color Productions, 1309 North Genesee Avenue, Hollywood, California",Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",2/24/16,,fb-block-modarch01-422.tif,approved,,,3/11/16,3/11/16,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/599,599,500.jp2,Volume25/fb-block-modarch01-422.tif,/p15799coll42/image/500.jp2
"Weston Havens residence, Berkeley, Calif., 1941","Exterior photograph of the side view, residence of John Weston Havens (designed by Harwell Hamilton Harris), 255 Panoramic Way, Berkeley, California, 1941.",Dwellings,,,,Weston Havens residence,255 Panoramic Way,Berkeley,Alameda,California,USA,"37.869063,-122.247338",1941,1941,,"Harris, Harwell Hamilton, 1903-1990, architect","Harris, Harwell Hamilton, 1903-1990, photographer",,,University of Southern California. Libraries,1941,1941,20151022,images,1 slide: color,photographs,image/tiff,,University of Southern California,423,Architectural Teaching Slide Collection,Fritz Block: Modern architecture I,,,"Dr. Block Color Productions, 1309 North Genesee Avenue, Hollywood, California",Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",1/19/16,,fb-block-modarch01-423.tif,approved,,,3/11/16,3/11/16,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/600,600,501.jp2,Volume25/fb-block-modarch01-423.tif,/p15799coll42/image/501.jp2
"Weston Havens residence, Berkeley, Calif., 1941","Exterior photograph of the balcony (close-up), residence of John Weston Havens (designed by Harwell Hamilton Harris), 255 Panoramic Way, Berkeley, California, 1941.",Dwellings,,,,Weston Havens residence,255 Panoramic Way,Berkeley,Alameda,California,USA,"37.869063,-122.247338",1941,1941,,"Harris, Harwell Hamilton, 1903-1990, architect","Harris, Harwell Hamilton, 1903-1990, photographer",,,University of Southern California. Libraries,1941,1941,20151022,images,1 slide: color,photographs,image/tiff,,University of Southern California,424,Architectural Teaching Slide Collection,Fritz Block: Modern architecture I,,,"Dr. Block Color Productions, 1309 North Genesee Avenue, Hollywood, California",Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",1/19/16,,fb-block-modarch01-424.tif,approved,,,3/11/16,3/11/16,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/601,601,502.jp2,Volume25/fb-block-modarch01-424.tif,/p15799coll42/image/502.jp2
"Weston Havens residence, Berkeley, Calif., 1941","Exterior photograph of the north elevation, residence of John Weston Havens (designed by Harwell Hamilton Harris), 255 Panoramic Way, Berkeley, California, 1941.",Dwellings,,,,Weston Havens residence,255 Panoramic Way,Berkeley,Alameda,California,USA,"37.869063,-122.247338",1941,1941,,"Harris, Harwell Hamilton, 1903-1990, architect","Harris, Harwell Hamilton, 1903-1990, photographer",,,University of Southern California. Libraries,1941,1941,20151022,images,1 slide: color,photographs,image/tiff,,University of Southern California,426,Architectural Teaching Slide Collection,Fritz Block: Modern architecture I,,,"Dr. Block Color Productions, 1309 North Genesee Avenue, Hollywood, California",Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",1/19/16,,fb-block-modarch01-426.tif,approved,,,3/11/16,3/11/16,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/602,602,503.jp2,Volume25/fb-block-modarch01-426.tif,/p15799coll42/image/503.jp2
"Weston Havens residence, Berkeley, Calif., 1941","Exterior photograph of the frame construction, residence of John Weston Havens (designed by Harwell Hamilton Harris), 255 Panoramic Way, Berkeley, California, 1941.",Dwellings,,,,Weston Havens residence,255 Panoramic Way,Berkeley,Alameda,California,USA,"37.869063,-122.247338",1941,1941,,"Harris, Harwell Hamilton, 1903-1990, architect","Langhorst, Frederick, 1905-1979, photographer",,,University of Southern California. Libraries,1941,1941,20151022,images,1 slide: color,photographs,image/tiff,,University of Southern California,427,Architectural Teaching Slide Collection,Fritz Block: Modern architecture I,,,"Dr. Block Color Productions, 1309 North Genesee Avenue, Hollywood, California",Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",1/19/16,,fb-block-modarch01-427.tif,approved,,,3/11/16,3/11/16,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/603,603,504.jp2,Volume25/fb-block-modarch01-427.tif,/p15799coll42/image/504.jp2
"Weston Havens residence, Berkeley, Calif., 1941","Interior photograph of the dining room (from entrance hall), residence of John Weston Havens (designed by Harwell Hamilton Harris), 255 Panoramic Way, Berkeley, California, 1941.",Dwellings,,,,Weston Havens residence,255 Panoramic Way,Berkeley,Alameda,California,USA,"37.869063,-122.247338",1941,1941,,"Harris, Harwell Hamilton, 1903-1990, architect","Harris, Harwell Hamilton, 1903-1990, photographer",,,University of Southern California. Libraries,1941,1941,20151022,images,1 slide: color,photographs,image/tiff,,University of Southern California,429,Architectural Teaching Slide Collection,Fritz Block: Modern architecture I,,,"Dr. Block Color Productions, 1309 North Genesee Avenue, Hollywood, California",Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",1/19/16,,fb-block-modarch01-429.tif,approved,,,3/11/16,3/11/16,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/604,604,505.jp2,Volume25/fb-block-modarch01-429.tif,/p15799coll42/image/505.jp2
"Sturges residence, Brentwood, Los Angeles, Calif., 1938","Exterior photograph of the street side, residence of George D. Sturges (designed by Frank Lloyd Wright), 449 North Skyewiay Road, Brentwood Heights, Brentwood, Los Angeles, California, 1938.",Dwellings,,,,Sturges residence,449 North Skyewiay Road,Brentwood Heights; Brentwood; Los Angeles,Los Angeles,California,USA,"34.066942,-118.481268",1938,1938,,"Wright, Frank Lloyd, 1867-1959, architect",,,,University of Southern California. Libraries,1938,1938,20151022,images,1 slide: color,photographs,image/tiff,,University of Southern California,43,Architectural Teaching Slide Collection,Fritz Block: Modern architecture I,,,"Dr. Block Color Productions, 1309 North Genesee Avenue, Hollywood, California",Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",2/26/16,,fb-block-modarch01-043.tif,approved,,,3/11/16,3/11/16,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/605,605,506.jp2,Volume23/fb-block-modarch01-043.tif,/p15799coll42/image/506.jp2
"Weston Havens residence, Berkeley, Calif., 1941","Interior photograph of the dining room, residence of John Weston Havens (designed by Harwell Hamilton Harris), 255 Panoramic Way, Berkeley, California, 1941.",Dwellings,,,,Weston Havens residence,255 Panoramic Way,Berkeley,Alameda,California,USA,"37.869063,-122.247338",1941,1941,,"Harris, Harwell Hamilton, 1903-1990, architect","Harris, Harwell Hamilton, 1903-1990, photographer",,,University of Southern California. Libraries,1941,1941,20151022,images,1 slide: color,photographs,image/tiff,,University of Southern California,430,Architectural Teaching Slide Collection,Fritz Block: Modern architecture I,,,"Dr. Block Color Productions, 1309 North Genesee Avenue, Hollywood, California",Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",1/19/16,,fb-block-modarch01-430.tif,approved,,,3/11/16,3/11/16,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/606,606,507.jp2,Volume25/fb-block-modarch01-430.tif,/p15799coll42/image/507.jp2
"Weston Havens residence, Berkeley, Calif., 1941","Interior photograph of the buffet, residence of John Weston Havens (designed by Harwell Hamilton Harris), 255 Panoramic Way, Berkeley, California, 1941.",Dwellings,,,,Weston Havens residence,255 Panoramic Way,Berkeley,Alameda,California,USA,"37.869063,-122.247338",1941,1941,,"Harris, Harwell Hamilton, 1903-1990, architect","Harris, Harwell Hamilton, 1903-1990, photographer",,,University of Southern California. Libraries,1941,1941,20151022,images,1 slide: color,photographs,image/tiff,,University of Southern California,431,Architectural Teaching Slide Collection,Fritz Block: Modern architecture I,,,"Dr. Block Color Productions, 1309 North Genesee Avenue, Hollywood, California",Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",1/19/16,,fb-block-modarch01-431.tif,approved,,,3/11/16,3/11/16,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/607,607,508.jp2,Volume25/fb-block-modarch01-431.tif,/p15799coll42/image/508.jp2
"Weston Havens residence, Berkeley, Calif., 1941","Interior photograph of the cooking counter open to the buffet, residence of John Weston Havens (designed by Harwell Hamilton Harris), 255 Panoramic Way, Berkeley, California, 1941.",Dwellings,,,,Weston Havens residence,255 Panoramic Way,Berkeley,Alameda,California,USA,"37.869063,-122.247338",1941,1941,,"Harris, Harwell Hamilton, 1903-1990, architect","Harris, Harwell Hamilton, 1903-1990, photographer",,,University of Southern California. Libraries,1941,1941,20151022,images,1 slide: color,photographs,image/tiff,,University of Southern California,432,Architectural Teaching Slide Collection,Fritz Block: Modern architecture I,,,"Dr. Block Color Productions, 1309 North Genesee Avenue, Hollywood, California",Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",2/25/16,,fb-block-modarch01-432.tif,approved,,,3/11/16,3/11/16,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/608,608,509.jp2,Volume25/fb-block-modarch01-432.tif,/p15799coll42/image/509.jp2
"Weston Havens residence, Berkeley, Calif., 1941","Interior photograph of the library, residence of John Weston Havens (designed by Harwell Hamilton Harris), 255 Panoramic Way, Berkeley, California, 1941.",Dwellings,,,,Weston Havens residence,255 Panoramic Way,Berkeley,Alameda,California,USA,"37.869063,-122.247338",1941,1941,,"Harris, Harwell Hamilton, 1903-1990, architect","Harris, Harwell Hamilton, 1903-1990, photographer",,,University of Southern California. Libraries,1941,1941,20151022,images,1 slide: color,photographs,image/tiff,,University of Southern California,435,Architectural Teaching Slide Collection,Fritz Block: Modern architecture I,,,"Dr. Block Color Productions, 1309 North Genesee Avenue, Hollywood, California",Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",1/19/16,,fb-block-modarch01-435.tif,approved,,,3/11/16,3/11/16,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/609,609,510.jp2,Volume25/fb-block-modarch01-435.tif,/p15799coll42/image/510.jp2
