Title,Subject,Name.subject,Coverage.geographic,Name.photographer,Year,Description.caption,longitude,latitude,latlong,photos
"Earthquake-damaged Our Lady of Sorrows Church, Santa Barbara, 1925",Catholic churches $z California $z Santa Barbara|~|Catholic churches $z California $z Santa Barbara|~|Catholic churches $z California $z Santa Barbara|~|Earthquakes $z California $z Santa Barbara|~|Earthquakes $z California $z Santa Barbara|~|Earthquakes $z California $z Santa Barbara|~|Churches $z California $z Santa Barbara|~|Churches $z California $z Santa Barbara|~|Churches $z California $z Santa Barbara,"Our Lady of Sorrows Church (Santa Barbara, Calif.)|~|Our Lady of Sorrows Church (Santa Barbara, Calif.)|~|Our Lady of Sorrows Church (Santa Barbara, Calif.)",Santa Barbara (Calif.)|~|Santa Barbara (Calif.)|~|Santa Barbara (Calif.),,1925,,-119.702954,34.42231,"34.42231, -119.702954",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_2208.jpg
"Earthquake-damaged Our Lady of Sorrows Church, Santa Barbara, 1925",Catholic churches $z California $z Santa Barbara|~|Catholic churches $z California $z Santa Barbara|~|Catholic churches $z California $z Santa Barbara|~|Earthquakes $z California $z Santa Barbara|~|Earthquakes $z California $z Santa Barbara|~|Earthquakes $z California $z Santa Barbara|~|Churches $z California $z Santa Barbara|~|Churches $z California $z Santa Barbara|~|Churches $z California $z Santa Barbara,"Our Lady of Sorrows Church (Santa Barbara, Calif.)|~|Our Lady of Sorrows Church (Santa Barbara, Calif.)|~|Our Lady of Sorrows Church (Santa Barbara, Calif.)",Santa Barbara (Calif.)|~|Santa Barbara (Calif.)|~|Santa Barbara (Calif.),,1925,"Text from negative sleeve: Earthquakes, Santa Barbara|~|Text from negative sleeve: Earthquakes, Santa Barbara|~|Text from negative sleeve: Earthquakes, Santa Barbara",-119.702954,34.42231,"34.42231, -119.702954",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_2211.jpg
"Earthquake-damaged commercial building at State and Figueroa Streets, Santa Barbara, 1925",Commercial buildings $z California $z Santa Barbara|~|Commercial buildings $z California $z Santa Barbara|~|Commercial buildings $z California $z Santa Barbara|~|Earthquakes $z California $z Santa Barbara|~|Earthquakes $z California $z Santa Barbara|~|Earthquakes $z California $z Santa Barbara,,Santa Barbara (Calif.)|~|Santa Barbara (Calif.)|~|Santa Barbara (Calif.),,1925,"Text from negative sleeve: Earthquakes, Santa Barbara|~|Text from newspaper caption: (4) Clearing ruins from State Street at corner of Figueroa|~|Text from negative sleeve: Earthquakes, Santa Barbara|~|Text from newspaper caption: (4) Clearing ruins from State Street at corner of Figueroa|~|Text from negative sleeve: Earthquakes, Santa Barbara|~|Text from newspaper caption: (4) Clearing ruins from State Street at corner of Figueroa",-119.702954,34.42231,"34.42231, -119.702954",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_2222.jpg
"Earthquake-damaged Santa Barbara Junior High School, Santa Barbara, 1925",Schools $z California $z Santa Barbara|~|Schools $z California $z Santa Barbara|~|Schools $z California $z Santa Barbara|~|Earthquakes $z California $z Santa Barbara|~|Earthquakes $z California $z Santa Barbara|~|Earthquakes $z California $z Santa Barbara,"Santa Barbara Junior  High School (Santa Barbara, Calif.)|~|Santa Barbara Junior  High School (Santa Barbara, Calif.)|~|Santa Barbara Junior  High School (Santa Barbara, Calif.)",Santa Barbara (Calif.)|~|Santa Barbara (Calif.)|~|Santa Barbara (Calif.),,1925,"Text from negative sleeve: Earthquakes, Santa Barbara|~|Text from negative sleeve: Earthquakes, Santa Barbara|~|Text from negative sleeve: Earthquakes, Santa Barbara",-119.70671,34.421246,"34.421246, -119.70671",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_2209.jpg
"Earthquake-damaged commercial buildings on State Street, Santa Barbara, 1925","Commercial streets $z California $z Santa Barbara|~|Commercial streets $z California $z Santa Barbara|~|Commercial streets $z California $z Santa Barbara|~|State Street (Santa Barbara, Calif.)|~|State Street (Santa Barbara, Calif.)|~|State Street (Santa Barbara, Calif.)|~|Earthquakes $z California $z Santa Barbara|~|Earthquakes $z California $z Santa Barbara|~|Earthquakes $z California $z Santa Barbara",,Santa Barbara (Calif.)|~|Santa Barbara (Calif.)|~|Santa Barbara (Calif.),,1925,"Text from newspaper caption: (6) Looking north on State street from De La Guerra street.|~|Text from negative sleeve: Earthquakes, Santa Barbara|~|Text from newspaper caption: (6) Looking north on State street from De La Guerra street.|~|Text from negative sleeve: Earthquakes, Santa Barbara|~|Text from newspaper caption: (6) Looking north on State street from De La Guerra street.|~|Text from negative sleeve: Earthquakes, Santa Barbara",-119.699496,34.419744,"34.419744, -119.699496",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_2241.jpg
"Earthquake-damaged Hotel Californian, Santa Barbara, 1926",Hotels $z California $z Santa Barbara|~|Hotels $z California $z Santa Barbara|~|Hotels $z California $z Santa Barbara|~|Earthquakes $z California $z Santa Barbara|~|Earthquakes $z California $z Santa Barbara|~|Earthquakes $z California $z Santa Barbara,"Californian Hotel (Santa Barbara, Calif.)|~|Californian Hotel (Santa Barbara, Calif.)|~|Californian Hotel (Santa Barbara, Calif.)",Santa Barbara (Calif.)|~|Santa Barbara (Calif.)|~|Santa Barbara (Calif.),,1925,"Text from negative sleeve: Earthquakes, Santa Barbara|~|Text from negative sleeve: Earthquakes, Santa Barbara|~|Text from negative sleeve: Earthquakes, Santa Barbara",-119.690066,34.412859,"34.412859, -119.690066",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_2219.jpg
"Earthquake-damaged Hotel Californian, Santa Barbara, 1926",Hotels $z California $z Santa Barbara|~|Hotels $z California $z Santa Barbara|~|Hotels $z California $z Santa Barbara|~|Earthquakes $z California $z Santa Barbara|~|Earthquakes $z California $z Santa Barbara|~|Earthquakes $z California $z Santa Barbara,"Californian Hotel (Santa Barbara, Calif.)|~|Californian Hotel (Santa Barbara, Calif.)|~|Californian Hotel (Santa Barbara, Calif.)",Santa Barbara (Calif.)|~|Santa Barbara (Calif.)|~|Santa Barbara (Calif.),,1925,"Text from negative sleeve: Earthquakes, Santa Barbara|~|Text from negative sleeve: Earthquakes, Santa Barbara|~|Text from negative sleeve: Earthquakes, Santa Barbara",-119.689857,34.412704,"34.412704, -119.689857",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_2214.jpg
"Earthquake-damaged facade of the Santa Barbara Mission, 1925",Missions $z California $z Santa Barbara|~|Missions $z California $z Santa Barbara|~|Missions $z California $z Santa Barbara|~|Earthquakes $z California $z Santa Barbara|~|Earthquakes $z California $z Santa Barbara|~|Earthquakes $z California $z Santa Barbara,,Santa Barbara (Calif.)|~|Santa Barbara (Calif.)|~|Santa Barbara (Calif.),,1925,"Text from negative sleeve: Earthquakes, Santa Barbara|~|Text from negative sleeve: Earthquakes, Santa Barbara|~|Text from negative sleeve: Earthquakes, Santa Barbara",-119.712959,34.438115,"34.438115, -119.712959",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_2213.jpg
"Father Superior Augustine seated at his desk at Santa Barbara Mission, Calif., 1925","Catholic Church--Clergy|~|Catholic Church--Clergy|~|Catholic Church--Clergy|~|Missions, Spanish--California|~|Missions, Spanish--California|~|Missions, Spanish--California|~|People|~|People|~|People|~|Religion|~|Religion|~|Religion","Hobrecht, Augustine, $d 1890-1970|~|Hobrecht, Augustine, $d 1890-1970|~|Hobrecht, Augustine, $d 1890-1970",Los Angeles (Calif.)|~|Los Angeles (Calif.)|~|Los Angeles (Calif.),,1925,,-119.7139835,34.43834526,"34.43834526, -119.7139835",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00120766a.jpg
"View from Huntington Park Automobile Show tent following fire, Huntington Park, 1925",Automobile shows $z California $z Huntington Park|~|Automobile shows $z California $z Huntington Park|~|Automobile shows $z California $z Huntington Park|~|Fires $z California $z Huntington Park|~|Fires $z California $z Huntington Park|~|Fires $z California $z Huntington Park,,Huntington Park (Calif.)|~|Huntington Park (Calif.)|~|Huntington Park (Calif.),,1925,"Text from newspaper caption: Scenes at Conflagration. Above - Scene nearthe Platt Music Company Exhibit, where fire started. Below - Portion of damaged tent. [Los Angeles Times, 14 Aug. 1925: A2]|~|Handwritten on negative: Huntington Park Auto Show.|~|Text from negative sleeve: Fires, Huntington Park Auto Show.|~|Text from newspaper caption: Scenes at Conflagration. Above - Scene nearthe Platt Music Company Exhibit, where fire started. Below - Portion of damaged tent. [Los Angeles Times, 14 Aug. 1925: A2]|~|Handwritten on negative: Huntington Park Auto Show.|~|Text from negative sleeve: Fires, Huntington Park Auto Show.|~|Text from newspaper caption: Scenes at Conflagration. Above - Scene nearthe Platt Music Company Exhibit, where fire started. Below - Portion of damaged tent. [Los Angeles Times, 14 Aug. 1925: A2]|~|Handwritten on negative: Huntington Park Auto Show.|~|Text from negative sleeve: Fires, Huntington Park Auto Show.",-118.22539,33.978152,"33.978152, -118.22539",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_2295.jpg
"Boxers Young Stribling and Eddie Huffman fighting at Ascot Arena, Los Angeles, 1925",Boxing $z California $z Los Angeles|~|Boxing $z California $z Los Angeles|~|Boxing $z California $z Los Angeles|~|Sports|~|Sports|~|Sports,"Huffman, Eddie, $d 1905-1977|~|Huffman, Eddie, $d 1905-1977|~|Huffman, Eddie, $d 1905-1977|~|Stribling, Young, $d 1907-1933|~|Stribling, Young, $d 1907-1933|~|Stribling, Young, $d 1907-1933",Los Angeles (Calif.)|~|Los Angeles (Calif.)|~|Los Angeles (Calif.),,1925,"Handwritten at edge of negative: Stribling & Hoffman|~|Text from nitrate negative sleeve: Stribling, Young vs. Hoffman|~|At upper left corner of negative: 9|~|Handwritten at edge of negative: Stribling & Hoffman|~|Text from nitrate negative sleeve: Stribling, Young vs. Hoffman|~|At upper left corner of negative: 9|~|Handwritten at edge of negative: Stribling & Hoffman|~|Text from nitrate negative sleeve: Stribling, Young vs. Hoffman|~|At upper left corner of negative: 9",-118.176675,34.0695877,"34.0695877, -118.176675",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_3136.jpg
"Boxers Young Stribling and Eddie Huffman fighting at Ascot Arena, Los Angeles, 1925",Boxing $z California $z Los Angeles|~|Boxing $z California $z Los Angeles|~|Boxing $z California $z Los Angeles|~|Sports|~|Sports|~|Sports|~|People|~|People|~|People,"Huffman, Eddie|~|Huffman, Eddie|~|Huffman, Eddie|~|Stribling, Young, $d 1907-1933|~|Stribling, Young, $d 1907-1933|~|Stribling, Young, $d 1907-1933",Los Angeles (Calif.)|~|Los Angeles (Calif.)|~|Los Angeles (Calif.),,1925,"At upper left corner of negative: 10|~|Handwritten at edge of negative: Stribling & Hoffman|~|Text from nitrate negative sleeve: Stribling, Young vs. Hoffman|~|At upper left corner of negative: 10|~|Handwritten at edge of negative: Stribling & Hoffman|~|Text from nitrate negative sleeve: Stribling, Young vs. Hoffman|~|At upper left corner of negative: 10|~|Handwritten at edge of negative: Stribling & Hoffman|~|Text from nitrate negative sleeve: Stribling, Young vs. Hoffman",-118.176675,34.0695877,"34.0695877, -118.176675",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_3137.jpg
"Boxers Young Stribling and Eddie Huffman fighting at Ascot Arena, Los Angeles, 1925",Boxing $z California $z Los Angeles|~|Boxing $z California $z Los Angeles|~|Boxing $z California $z Los Angeles|~|Sports|~|Sports|~|Sports|~|People|~|People|~|People,"Huffman, Eddie|~|Huffman, Eddie|~|Huffman, Eddie|~|Stribling, Young, $d 1907-1933|~|Stribling, Young, $d 1907-1933|~|Stribling, Young, $d 1907-1933",Los Angeles (Calif.)|~|Los Angeles (Calif.)|~|Los Angeles (Calif.),,1925,"Handwritten at edge of negative: Stribling & Hoffman|~|Text from nitrate negative sleeve: Stribling, Young vs. Hoffman|~|Handwritten at edge of negative: Stribling & Hoffman|~|Text from nitrate negative sleeve: Stribling, Young vs. Hoffman|~|Handwritten at edge of negative: Stribling & Hoffman|~|Text from nitrate negative sleeve: Stribling, Young vs. Hoffman",-118.176675,34.0695877,"34.0695877, -118.176675",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_3138.jpg
"Relief sculpture of St. John by Salvatore Cartiano Scarpitta in St. John's Episcopal Church, Los Angeles, circa 1925-1939",Romanesque revival (Architecture) $z California $z Los Angeles|~|Romanesque revival (Architecture) $z California $z Los Angeles|~|Romanesque revival (Architecture) $z California $z Los Angeles|~|Historic buildings $z California $z Los Angeles|~|Historic buildings $z California $z Los Angeles|~|Historic buildings $z California $z Los Angeles|~|Churches $z California $z Los Angeles|~|Churches $z California $z Los Angeles|~|Churches $z California $z Los Angeles|~|Religion|~|Religion|~|Religion|~|Bas-reliefs $z California $z Los Angeles|~|Bas-reliefs $z California $z Los Angeles|~|Bas-reliefs $z California $z Los Angeles|~|Arts|~|Arts|~|Arts,"St. John's Episcopal Church (Los Angeles, Calif.)|~|St. John's Episcopal Church (Los Angeles, Calif.)|~|St. John's Episcopal Church (Los Angeles, Calif.)",Los Angeles (Calif.)|~|Los Angeles (Calif.)|~|Los Angeles (Calif.),,1925,"Text from negative sleeve: Los Angeles Churches, St. Johns|~|Text from negative sleeve: Los Angeles Churches, St. Johns|~|Text from negative sleeve: Los Angeles Churches, St. Johns",-118.2755256,34.02731284,"34.02731284, -118.2755256",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_5870.jpg
"Santa Barbara County Courthouse under construction, Santa Barbara, [1925-1929]",Courthouses $z California $z Santa Barbara|~|Courthouses $z California $z Santa Barbara|~|Courthouses $z California $z Santa Barbara|~|Construction $z California $z Santa Barbara|~|Construction $z California $z Santa Barbara|~|Construction $z California $z Santa Barbara,"Santa Barbara County Courthouse (Santa Barbara, Calif.)|~|Santa Barbara County Courthouse (Santa Barbara, Calif.)|~|Santa Barbara County Courthouse (Santa Barbara, Calif.)",Santa Barbara (Calif.)|~|Santa Barbara (Calif.)|~|Santa Barbara (Calif.),,1925,"Text from nitrate negative sleeve: California, Santa Barbara, buildings|~|Text from nitrate negative sleeve: California, Santa Barbara, buildings|~|Text from nitrate negative sleeve: California, Santa Barbara, buildings",-119.700865,34.424569,"34.424569, -119.700865",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_0732.jpg
"Wilshire Boulevard Congregational Church, Los Angeles, circa 1925-1930",Romanesque revival (Architecture) $z California $z Los Angeles|~|Romanesque revival (Architecture) $z California $z Los Angeles|~|Romanesque revival (Architecture) $z California $z Los Angeles|~|Historic buildings $z California $z Los Angeles|~|Historic buildings $z California $z Los Angeles|~|Historic buildings $z California $z Los Angeles|~|Churches $z California $z Los Angeles|~|Churches $z California $z Los Angeles|~|Churches $z California $z Los Angeles|~|Landmarks|~|Landmarks|~|Landmarks|~|Religion|~|Religion|~|Religion|~|Congregational churches $z California $z Los Angeles|~|Congregational churches $z California $z Los Angeles|~|Congregational churches $z California $z Los Angeles,"Wilshire United Methodist Church (Los Angeles, Calif.)|~|Wilshire United Methodist Church (Los Angeles, Calif.)|~|Wilshire United Methodist Church (Los Angeles, Calif.)",Los Angeles (Calif.)|~|Los Angeles (Calif.)|~|Los Angeles (Calif.),,1925,"Handwritten on negative: Wilshire Congregational Church|~|Text from negative sleeve: Los Angeles Churches, Wilshire Blvd. Church|~|Handwritten on negative: Wilshire Congregational Church|~|Handwritten on negative: Wilshire Congregational Church|~|Text from negative sleeve: Los Angeles Churches, Wilshire Blvd. Church|~|Handwritten on negative: Wilshire Congregational Church|~|Handwritten on negative: Wilshire Congregational Church|~|Text from negative sleeve: Los Angeles Churches, Wilshire Blvd. Church|~|Handwritten on negative: Wilshire Congregational Church",-118.3228344,34.06177914,"34.06177914, -118.3228344",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_5875.jpg
"U.S. Grant Hotel, San Diego, [1925-1930?], rephotographed [1930s?]",Hotels $z California $z San Diego|~|Hotels $z California $z San Diego|~|Hotels $z California $z San Diego,"U.S. Grant Hotel (San Diego, Calif.)|~|U.S. Grant Hotel (San Diego, Calif.)|~|U.S. Grant Hotel (San Diego, Calif.)",San Diego (Calif.)|~|San Diego (Calif.)|~|San Diego (Calif.),,1925,"Text from nitrate negative sleeve: Calif. - San Diego, Grant Hotel|~|Handwritten at edge of negative: U.S. Grant Hotel San Diego|~|Text from nitrate negative sleeve: Calif. - San Diego, Grant Hotel|~|Handwritten at edge of negative: U.S. Grant Hotel San Diego|~|Text from nitrate negative sleeve: Calif. - San Diego, Grant Hotel|~|Handwritten at edge of negative: U.S. Grant Hotel San Diego",-117.161317,32.715259,"32.715259, -117.161317",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_0630.jpg
"Hollywood Reservoir and Hollywoodland sign, Los Angeles, 1925-1939","Reservoirs $z California $z Los Angeles|~|Reservoirs $z California $z Los Angeles|~|Reservoirs $z California $z Los Angeles|~|Hollywood Reservoir (Los Angeles, Calif.)|~|Hollywood Reservoir (Los Angeles, Calif.)|~|Hollywood Reservoir (Los Angeles, Calif.)|~|Mulholland Dam (Los Angeles, Calif.)|~|Mulholland Dam (Los Angeles, Calif.)|~|Mulholland Dam (Los Angeles, Calif.)|~|Dams $z California $z Los Angeles|~|Dams $z California $z Los Angeles|~|Dams $z California $z Los Angeles|~|Hollywood Sign (Los Angeles, Calif.)|~|Hollywood Sign (Los Angeles, Calif.)|~|Hollywood Sign (Los Angeles, Calif.)",,Los Angeles (Calif.)|~|Los Angeles (Calif.)|~|Los Angeles (Calif.),,1925,"Text from negative sleeve: Dam, Mulholland.|~|Handwritten on negative: Mullholand dam [sic].|~|Text from negative sleeve: Dam, Mulholland.|~|Handwritten on negative: Mullholand dam [sic].|~|Text from negative sleeve: Dam, Mulholland.|~|Handwritten on negative: Mullholand dam [sic].",-118.335779,34.124732,"34.124732, -118.335779",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_2005.jpg
"Mulholland Dam and Hollywood Reservoir, Los Angeles, 1925-1939","Reservoirs $z California $z Los Angeles|~|Reservoirs $z California $z Los Angeles|~|Reservoirs $z California $z Los Angeles|~|Hollywood Reservoir (Los Angeles, Calif.)|~|Hollywood Reservoir (Los Angeles, Calif.)|~|Hollywood Reservoir (Los Angeles, Calif.)|~|Mulholland Dam (Los Angeles, Calif.)|~|Mulholland Dam (Los Angeles, Calif.)|~|Mulholland Dam (Los Angeles, Calif.)|~|Dams $z California $z Los Angeles|~|Dams $z California $z Los Angeles|~|Dams $z California $z Los Angeles",,Los Angeles (Calif.)|~|Los Angeles (Calif.)|~|Los Angeles (Calif.),,1925,"Text from negative sleeve: Dam, Mulholland.|~|Handwritten on negative: Mullholand dam [sic].|~|Text from negative sleeve: Dam, Mulholland.|~|Handwritten on negative: Mullholand dam [sic].|~|Text from negative sleeve: Dam, Mulholland.|~|Handwritten on negative: Mullholand dam [sic].",-118.333091,34.123972,"34.123972, -118.333091",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_2004.jpg
"Saint Vincent de Paul Church, Los Angeles, circa 1925-1939",Historic buildings $z California $z Los Angeles|~|Historic buildings $z California $z Los Angeles|~|Historic buildings $z California $z Los Angeles|~|Religious services $z California $z Los Angeles|~|Religious services $z California $z Los Angeles|~|Religious services $z California $z Los Angeles|~|Churches $z California $z Los Angeles|~|Churches $z California $z Los Angeles|~|Churches $z California $z Los Angeles|~|Religion|~|Religion|~|Religion|~|Catholic churches $z California $z Los Angeles |~|Catholic churches $z California $z Los Angeles |~|Catholic churches $z California $z Los Angeles ,"St. Vincent de Paul Church (Los Angeles, Calif.)|~|St. Vincent de Paul Church (Los Angeles, Calif.)|~|St. Vincent de Paul Church (Los Angeles, Calif.)",Los Angeles (Calif.)|~|Los Angeles (Calif.)|~|Los Angeles (Calif.),,1925,"Handwritten on negative: St. Vincents Church|~|Text from negative sleeve: L.A. Churches, St. Vincents|~|Handwritten on negative: St. Vincents Church|~|Text from negative sleeve: L.A. Churches, St. Vincents|~|Handwritten on negative: St. Vincents Church|~|Text from negative sleeve: L.A. Churches, St. Vincents",-118.2762122,34.02877996,"34.02877996, -118.2762122",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_5884.jpg
"St. John's Episcopal Church, Los Angeles, circa 1925-1939",Romanesque revival (Architecture) $z California $z Los Angeles|~|Romanesque revival (Architecture) $z California $z Los Angeles|~|Romanesque revival (Architecture) $z California $z Los Angeles|~|Landmarks|~|Landmarks|~|Landmarks|~|Religion|~|Religion|~|Religion|~|Episcopal churches $z California $z Los Angeles|~|Episcopal churches $z California $z Los Angeles|~|Episcopal churches $z California $z Los Angeles,"St. John's Episcopal Church (Los Angeles, Calif.)|~|St. John's Episcopal Church (Los Angeles, Calif.)|~|St. John's Episcopal Church (Los Angeles, Calif.)",Los Angeles (Calif.)|~|Los Angeles (Calif.)|~|Los Angeles (Calif.),,1925,"Handwritten on negative: Ch St Johns|~|Text from negative sleeve: Los Angeles Churches, St. Paul|~|Handwritten on negative: Ch St Johns|~|Text from negative sleeve: Los Angeles Churches, St. Paul|~|Handwritten on negative: Ch St Johns|~|Text from negative sleeve: Los Angeles Churches, St. Paul",-118.2755685,34.02757514,"34.02757514, -118.2755685",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_5871.jpg
"Coach Howard Jones instructing his team at the Coliseum. Los Angeles, 1925-1939",Coaches (Athletics) $z California $z Los Angeles|~|Coaches (Athletics) $z California $z Los Angeles|~|Coaches (Athletics) $z California $z Los Angeles|~|Football players $z California $z Los Angeles|~|Football players $z California $z Los Angeles|~|Football players $z California $z Los Angeles,"Los Angeles Memorial Coliseum (Los Angeles, Calif.)|~|Los Angeles Memorial Coliseum (Los Angeles, Calif.)|~|Los Angeles Memorial Coliseum (Los Angeles, Calif.)|~|Southern California Trojans (Football team)|~|Southern California Trojans (Football team)|~|Southern California Trojans (Football team)|~|Jones, Howard H., $d 1885-1941|~|Jones, Howard H., $d 1885-1941|~|Jones, Howard H., $d 1885-1941",Los Angeles (Calif.)|~|Los Angeles (Calif.)|~|Los Angeles (Calif.),,1925,"Text from negative sleeve: Jones, Howard USC football coach, played @ Yale (brother of Yale coach ""Tad"" Jones), Coached @ Iowa Trinity College (Duke)|~|Text from negative sleeve: Jones, Howard USC football coach, played @ Yale (brother of Yale coach ""Tad"" Jones), Coached @ Iowa Trinity College (Duke)|~|Text from negative sleeve: Jones, Howard USC football coach, played @ Yale (brother of Yale coach ""Tad"" Jones), Coached @ Iowa Trinity College (Duke)",-118.287926,34.014166,"34.014166, -118.287926",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_5260.jpg
"Coach Howard Jones instructing his team at the Los Angeles Memorial Coliseum. Los Angeles, 1925-1939",Coaches (Athletics) $z California $z Los Angeles|~|Coaches (Athletics) $z California $z Los Angeles|~|Coaches (Athletics) $z California $z Los Angeles|~|Football players $z California $z Los Angeles|~|Football players $z California $z Los Angeles|~|Football players $z California $z Los Angeles,"Los Angeles Memorial Coliseum (Los Angeles, Calif.)|~|Los Angeles Memorial Coliseum (Los Angeles, Calif.)|~|Los Angeles Memorial Coliseum (Los Angeles, Calif.)|~|Southern California Trojans (Football team)|~|Southern California Trojans (Football team)|~|Southern California Trojans (Football team)|~|Jones, Howard H., $d 1885-1941|~|Jones, Howard H., $d 1885-1941|~|Jones, Howard H., $d 1885-1941",Los Angeles (Calif.)|~|Los Angeles (Calif.)|~|Los Angeles (Calif.),,1925,"Text from negative sleeve: Jones, Howard. USC football coach, played @ Yale (brother of Yale coach ""Tad"" Jones), Coached @ Iowa Trinity College (Duke)|~|Text from negative sleeve: Jones, Howard. USC football coach, played @ Yale (brother of Yale coach ""Tad"" Jones), Coached @ Iowa Trinity College (Duke)|~|Text from negative sleeve: Jones, Howard. USC football coach, played @ Yale (brother of Yale coach ""Tad"" Jones), Coached @ Iowa Trinity College (Duke)",-118.287926,34.014166,"34.014166, -118.287926",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_5258.jpg
"Coach Howard Jones instructing his team at the Coliseum, Los Angeles, 1925-1939",Coaches (Athletics) $z California $z Los Angeles|~|Coaches (Athletics) $z California $z Los Angeles|~|Coaches (Athletics) $z California $z Los Angeles|~|Football $z California $z Los Angeles|~|Football $z California $z Los Angeles|~|Football $z California $z Los Angeles|~|Football players $z California $z Los Angeles|~|Football players $z California $z Los Angeles|~|Football players $z California $z Los Angeles,"Los Angeles Memorial Coliseum (Los Angeles, Calif.)|~|Los Angeles Memorial Coliseum (Los Angeles, Calif.)|~|Los Angeles Memorial Coliseum (Los Angeles, Calif.)|~|Southern California Trojans (Football team)|~|Southern California Trojans (Football team)|~|Southern California Trojans (Football team)|~|Jones, Howard H., $d 1885-1941|~|Jones, Howard H., $d 1885-1941|~|Jones, Howard H., $d 1885-1941",Los Angeles (Calif.)|~|Los Angeles (Calif.)|~|Los Angeles (Calif.),,1925,"Text from negative sleeve: Jones, Howard USC football coach, played @ Yale (brother of Yale coach ""Tad"" Jones), Coached @ Iowa Trinity College (Duke)|~|Text from negative sleeve: Jones, Howard USC football coach, played @ Yale (brother of Yale coach ""Tad"" Jones), Coached @ Iowa Trinity College (Duke)|~|Text from negative sleeve: Jones, Howard USC football coach, played @ Yale (brother of Yale coach ""Tad"" Jones), Coached @ Iowa Trinity College (Duke)",-118.287926,34.014166,"34.014166, -118.287926",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_5259.jpg
"USC football team during practice at the Coliseum, Los Angeles, 1925-1939",Football players $z California $z Los Angeles|~|Football players $z California $z Los Angeles|~|Football players $z California $z Los Angeles,"Los Angeles Memorial Coliseum (Los Angeles, Calif.)|~|Los Angeles Memorial Coliseum (Los Angeles, Calif.)|~|Los Angeles Memorial Coliseum (Los Angeles, Calif.)|~|University of Southern California $x Football|~|University of Southern California $x Football|~|University of Southern California $x Football|~|Southern California Trojans (Football team)|~|Southern California Trojans (Football team)|~|Southern California Trojans (Football team)",Los Angeles (Calif.)|~|Los Angeles (Calif.)|~|Los Angeles (Calif.),,1925,"Text from negative sleeve: Jones, Howard USC football coach, played @ Yale (brother of Yale coach ""Tad"" Jones), Coached @ Iowa Trinity College (Duke)|~|Text from negative sleeve: Jones, Howard USC football coach, played @ Yale (brother of Yale coach ""Tad"" Jones), Coached @ Iowa Trinity College (Duke)|~|Text from negative sleeve: Jones, Howard USC football coach, played @ Yale (brother of Yale coach ""Tad"" Jones), Coached @ Iowa Trinity College (Duke)",-118.287926,34.014166,"34.014166, -118.287926",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_5261.jpg
"Men working at Saint Francis Dam site, San Francisquito Canyon (Calif.), circa 1925",Dams $x Design and construction|~|Dams $x Design and construction|~|Dams $x Design and construction|~|Construction workers $z California $z Los Angeles County|~|Construction workers $z California $z Los Angeles County|~|Construction workers $z California $z Los Angeles County|~|Dams $z California $z San Francisquito Canyon|~|Dams $z California $z San Francisquito Canyon|~|Dams $z California $z San Francisquito Canyon|~|Environment|~|Environment|~|Environment,,San Francisquito Canyon (Calif.)|~|San Francisquito Canyon (Calif.)|~|San Francisquito Canyon (Calif.),,1925,,-118.5256844,34.534431,"34.534431, -118.5256844",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00142735a.jpg
